bmi,age,gender,activity_level,fitness_goal,workout_category,diet_category,fitness_level
21.0,15,0,0,3,1,2,0
21.2,32,0,1,2,4,3,1
19.7,32,1,2,3,2,0,1
36.5,42,0,1,2,1,2,1
21.6,35,0,1,0,3,0,0
25.4,42,0,1,0,0,1,1
28.1,43,1,4,3,2,3,2
23.6,60,0,3,0,0,1,2
24.3,31,1,1,2,1,3,1
20.4,23,1,4,2,1,1,2
31.3,37,1,0,4,2,2,0
21.9,25,0,3,2,1,1,2
21.8,52,1,4,2,1,2,2
24.6,31,0,0,1,1,4,0
24.6,28,0,3,4,4,3,1
29.2,29,0,4,2,1,1,2
20.0,43,0,0,0,3,1,0
26.9,33,1,4,2,1,1,2
17.9,27,1,0,1,4,2,0
20.6,54,0,1,0,2,0,0
22.0,24,1,1,2,1,1,1
29.0,35,1,3,3,1,1,1
26.6,42,1,0,2,1,1,0
27.9,15,0,1,2,2,2,0
19.9,40,1,3,2,2,2,2
19.5,22,0,2,3,2,4,1
20.7,44,1,1,1,1,1,1
21.9,23,0,1,1,1,2,1
23.3,43,0,4,0,0,1,2
24.5,48,0,2,0,0,2,1
24.9,45,1,0,4,0,4,0
22.0,38,0,3,3,2,4,2
25.9,32,1,2,0,4,0,1
20.0,28,0,0,2,1,3,0
28.7,52,1,1,4,1,0,0
26.6,26,0,3,0,3,1,1
23.5,22,1,3,2,1,1,2
28.5,42,0,2,0,0,4,1
21.1,25,0,4,2,1,1,2
19.7,23,0,0,4,1,3,0
21.8,17,1,2,4,4,4,2
29.3,29,0,4,2,3,3,2
26.7,34,0,4,2,1,3,2
21.6,37,0,4,2,2,2,2
20.9,46,0,3,0,0,0,2
36.4,41,1,0,0,0,2,0
24.9,32,0,0,4,2,2,0
23.0,32,0,2,0,1,0,1
24.4,41,1,1,1,1,2,1
19.9,50,1,2,2,1,2,1
25.9,36,1,0,4,1,4,0
21.6,29,0,3,3,1,1,2
30.8,23,1,2,2,1,1,1
30.0,17,1,1,2,2,2,1
17.8,42,1,2,3,0,4,1
22.3,41,0,4,3,4,4,2
29.5,41,0,1,4,0,0,0
23.1,33,0,4,2,2,2,2
20.9,51,1,3,2,1,1,2
28.7,29,0,0,3,0,1,0
38.9,46,1,2,3,0,0,1
22.6,34,1,2,0,2,4,1
20.9,27,1,4,0,4,1,2
30.8,42,0,4,4,0,2,2
21.0,39,1,0,2,1,0,0
22.4,39,1,2,2,2,3,1
26.6,35,0,0,1,1,1,0
21.2,34,1,4,2,1,1,2
28.9,63,1,4,3,2,1,2
23.0,49,1,1,2,1,2,1
23.5,43,0,4,1,4,3,2
25.3,36,1,4,0,0,4,2
22.2,47,0,0,4,1,2,0
21.2,41,0,1,4,2,1,1
24.5,35,1,1,3,4,4,0
31.5,31,1,2,3,0,4,2
27.0,34,1,3,2,1,1,2
26.7,15,1,2,4,0,2,2
20.6,37,0,2,3,2,0,1
21.6,29,0,2,3,2,4,1
30.5,54,1,1,1,3,3,1
20.4,35,0,0,2,0,1,0
33.2,20,1,4,3,2,3,2
21.6,34,1,1,1,1,1,1
20.3,22,1,4,2,2,1,2
25.3,40,1,4,2,1,1,2
23.8,38,0,3,2,1,1,2
25.6,46,0,2,3,1,3,1
21.2,25,1,3,0,4,4,1
22.9,35,1,2,3,1,1,1
26.3,18,0,1,0,0,0,1
23.8,43,0,4,4,2,3,2
31.6,41,0,3,1,2,1,2
32.6,40,1,1,3,0,0,0
20.6,35,0,1,2,1,1,0
27.5,39,1,2,0,4,0,1
22.1,54,1,4,2,3,1,2
21.4,31,0,2,4,4,1,1
28.9,36,1,2,0,3,1,1
27.8,21,0,1,1,2,1,0
29.7,24,1,2,2,1,1,1
34.7,36,1,0,0,0,1,0
20.1,48,1,4,4,2,0,2
28.3,31,1,2,1,1,1,1
25.3,32,1,2,3,0,0,1
20.3,30,1,3,0,2,0,2
23.4,28,0,4,0,2,0,2
25.2,38,0,4,0,1,0,2
20.7,17,1,2,2,3,1,1
27.7,50,0,0,2,2,2,0
20.1,27,1,3,0,2,3,2
22.7,43,0,0,3,2,1,0
21.9,19,0,2,2,0,2,2
27.9,43,1,4,0,3,0,2
29.3,43,0,4,0,2,0,2
19.8,39,1,0,0,1,2,0
30.9,23,0,1,0,1,2,0
24.0,37,1,2,2,1,1,2
30.0,20,0,4,4,2,2,2
28.9,31,1,1,4,2,1,0
27.2,47,0,4,3,2,4,2
27.7,44,1,4,1,1,1,2
24.4,35,0,1,1,2,1,0
22.8,23,1,0,4,0,2,0
25.1,42,0,2,3,2,0,1
19.8,35,1,1,1,2,3,1
25.0,15,0,1,1,1,1,1
31.6,44,1,4,2,2,1,2
31.8,34,1,1,2,1,1,1
24.7,49,1,2,4,4,1,1
21.3,21,1,0,0,0,1,1
21.4,15,0,0,0,3,3,0
29.5,38,0,0,2,1,2,0
32.1,38,0,2,0,0,0,1
30.7,15,1,4,2,4,2,2
27.0,23,1,2,3,0,2,1
27.3,68,1,1,1,2,2,0
21.6,31,1,3,3,2,1,2
29.2,43,1,3,1,2,3,1
25.8,27,0,3,2,2,1,2
27.8,15,0,0,2,1,1,0
23.7,32,0,2,0,1,1,1
23.5,31,1,2,2,1,1,1
27.1,30,1,0,1,4,1,0
19.4,33,1,1,1,2,3,1
21.4,38,1,3,0,4,0,2
22.2,33,1,3,1,1,3,2
23.9,19,1,0,3,4,0,0
30.6,40,1,3,0,1,2,2
35.4,15,0,4,3,1,3,2
23.9,15,0,2,4,1,4,1
20.5,43,1,3,1,1,3,2
28.4,41,1,3,0,3,0,2
23.4,34,1,4,0,0,0,2
22.5,18,0,1,0,2,0,0
29.7,26,0,1,0,2,0,0
25.4,31,1,4,3,0,0,2
22.9,15,0,1,0,0,0,0
25.5,26,0,0,3,0,0,0
22.6,42,0,4,0,2,2,2
22.5,52,1,2,0,4,0,2
29.3,29,0,2,0,1,1,1
24.6,44,0,2,0,2,2,1
25.8,15,1,3,0,0,0,2
24.6,42,1,4,2,1,2,2
22.4,25,0,4,3,0,0,2
22.0,38,1,1,0,3,1,1
29.1,32,0,4,3,1,3,2
19.5,50,0,4,0,2,0,2
20.0,24,1,1,0,0,2,0
23.6,42,1,4,3,2,1,2
24.1,31,0,4,4,3,2,2
25.2,33,1,0,3,2,2,0
20.7,32,1,1,0,2,2,1
26.6,24,0,0,4,1,1,0
23.8,34,0,3,3,3,1,2
23.2,34,0,1,2,3,2,0
22.9,37,0,4,4,2,3,2
27.3,36,0,4,3,3,2,2
27.2,44,0,0,3,0,0,0
25.1,46,1,0,3,1,0,0
23.6,22,1,3,1,3,3,2
21.8,45,0,3,3,2,1,2
21.2,20,1,4,0,4,0,2
22.6,42,1,2,4,2,2,2
26.1,42,0,3,2,0,3,2
35.5,15,1,4,3,0,4,2
32.1,36,1,3,2,1,3,2
25.6,29,0,1,3,0,1,1
17.6,25,1,0,1,2,3,0
24.0,51,1,4,2,1,2,2
27.9,27,0,3,3,2,4,2
24.5,25,1,0,0,1,0,0
25.3,35,1,2,1,1,3,1
30.3,43,1,3,2,1,1,2
26.8,33,0,4,1,1,4,2
25.1,48,0,1,1,1,2,1
22.3,41,1,0,0,0,0,0
25.3,15,1,0,0,0,1,0
22.2,28,0,1,3,4,0,1
24.7,28,0,4,4,4,1,2
27.6,40,1,2,3,2,1,2
31.8,15,0,1,0,0,0,0
32.6,65,1,2,3,1,0,1
20.7,41,1,4,2,1,1,2
25.4,36,0,3,3,2,2,2
26.3,49,0,3,2,1,2,2
23.0,63,1,4,0,0,1,2
38.4,45,1,2,3,0,0,1
18.6,46,0,1,2,2,2,1
31.8,36,1,4,4,1,3,2
23.2,33,0,4,3,3,1,2
20.3,29,0,3,1,4,2,2
23.4,25,0,1,3,4,0,0
18.6,26,0,3,2,4,2,2
25.5,18,0,2,0,2,1,1
25.0,34,1,2,2,2,3,1
31.3,15,0,0,0,0,0,0
21.0,37,0,4,0,2,4,2
29.6,34,0,1,0,4,2,0
26.4,36,0,1,0,0,0,0
27.4,28,0,3,0,2,2,2
24.8,70,0,3,3,2,1,2
21.5,51,0,1,0,4,4,0
21.9,20,1,3,2,1,1,2
23.1,37,1,0,2,2,1,0
26.4,27,1,4,0,0,2,2
24.8,22,1,0,4,4,2,0
22.3,18,0,2,2,1,4,1
28.9,40,1,1,3,2,1,1
37.8,26,0,0,2,1,2,0
24.8,46,1,0,3,2,4,0
28.7,46,1,3,4,1,2,2
21.7,51,0,3,1,2,2,2
25.0,24,0,3,2,1,2,2
26.9,40,1,2,2,2,1,1
22.3,42,1,0,4,4,2,0
19.7,29,1,4,0,1,1,2
23.3,25,1,3,3,2,1,2
29.9,54,0,2,0,3,0,1
24.3,37,1,2,4,4,1,1
20.8,42,1,3,2,1,3,2
28.9,25,1,1,4,4,4,0
22.2,20,1,0,4,4,4,0
31.2,28,1,3,2,1,3,1
20.5,33,0,4,3,1,1,2
21.6,22,0,0,3,4,4,0
18.6,34,0,2,2,1,1,1
23.9,15,0,4,2,4,1,2
22.0,21,0,0,0,2,0,0
33.1,43,1,4,1,3,1,2
22.4,42,0,2,4,4,2,2
27.4,30,0,3,0,0,1,2
22.9,22,1,4,3,2,1,2
23.3,22,0,3,0,2,1,1
28.1,30,0,2,2,3,0,1
28.1,42,0,2,0,2,0,2
19.8,46,0,4,2,2,2,2
26.1,29,1,4,0,2,1,2
23.6,21,1,2,2,1,2,1
24.4,38,0,4,2,1,2,2
24.5,25,1,4,3,1,2,2
31.0,28,0,4,2,1,2,2
21.1,50,1,4,4,2,3,2
26.1,44,1,0,3,2,1,0
20.3,36,1,2,0,4,0,1
25.8,19,1,2,0,2,0,1
21.0,37,1,1,0,0,0,1
31.4,47,1,3,1,2,2,2
34.2,30,1,1,2,1,3,1
20.0,51,1,4,4,4,2,2
23.1,50,1,4,2,1,2,2
20.0,54,1,0,3,1,1,0
28.8,38,1,0,0,0,0,0
27.9,42,0,0,0,3,4,0
30.1,51,1,0,3,1,1,0
21.6,40,0,0,0,4,4,0
18.2,28,1,0,4,1,1,0
22.0,29,0,0,0,1,0,0
16.5,37,0,0,4,2,2,0
22.8,19,0,0,3,0,1,0
20.0,33,1,2,2,0,2,1
25.9,48,1,0,4,0,1,0
19.4,15,1,3,1,3,3,1
25.5,53,1,0,0,0,0,0
24.6,48,0,4,0,0,0,2
29.7,29,1,4,0,0,2,2
23.1,41,1,0,2,1,3,0
21.1,35,1,0,4,1,0,0
20.4,49,1,4,0,0,0,2
20.4,46,1,3,4,4,3,1
21.8,18,1,1,4,4,2,0
24.6,42,1,2,3,1,0,1
35.6,32,1,4,4,4,2,2
24.7,35,0,0,3,2,4,0
35.0,26,0,2,2,1,4,1
25.6,55,1,0,2,1,3,0
24.2,47,1,1,2,1,3,1
24.6,26,1,1,0,0,4,0
25.6,18,1,4,0,0,0,2
30.2,30,0,2,2,1,4,1
21.1,40,0,2,0,3,1,1
31.5,37,1,1,4,1,2,0
22.7,50,0,0,2,1,1,0
23.2,44,0,4,1,1,2,2
26.0,46,1,3,0,2,1,2
26.1,38,1,1,2,2,3,1
37.2,18,1,1,1,2,1,0
25.8,32,0,4,0,4,0,2
20.1,47,0,0,4,2,3,0
31.2,34,1,2,0,4,4,1
23.7,41,1,1,3,3,2,1
22.3,31,0,4,0,1,4,2
31.7,22,0,4,4,2,4,2
24.7,33,1,4,2,1,1,2
23.8,38,0,2,3,2,3,1
22.7,27,1,1,3,0,2,1
18.8,32,1,4,2,1,3,2
24.7,23,0,2,0,0,0,1
28.0,48,0,0,2,1,3,0
27.4,31,0,3,0,1,2,2
24.5,52,1,1,2,0,3,0
21.1,53,1,2,2,2,1,2
28.1,34,1,3,3,2,0,2
24.1,22,1,3,0,2,3,2
21.1,15,1,2,0,0,2,1
21.8,17,1,2,4,4,2,2
27.6,18,0,2,4,0,4,0
20.1,51,1,4,4,4,1,2
18.1,36,1,0,2,1,1,0
29.8,39,1,4,0,2,0,2
28.3,15,1,3,4,4,1,2
25.3,20,0,3,0,0,0,2
23.3,45,1,3,0,0,0,2
24.3,38,0,2,0,2,0,1
24.5,33,0,1,3,0,4,0
21.7,41,1,4,0,0,1,2
29.7,54,1,1,3,1,2,0
24.9,32,0,0,0,0,0,0
32.1,35,0,0,0,0,0,0
24.8,37,1,4,2,0,2,2
16.3,63,0,3,1,1,3,2
22.8,15,1,0,4,0,2,0
23.1,43,1,1,4,4,0,0
22.1,33,0,1,0,4,2,0
28.6,41,1,2,4,4,4,1
27.0,27,1,3,3,0,2,2
26.1,34,1,2,2,1,1,1
23.2,43,0,4,3,0,1,2
22.7,70,0,0,4,3,2,0
22.0,44,0,2,0,0,1,1
23.9,24,1,2,0,2,0,1
